0.000000000000000000e+00,4.187607083245812646e+03,6.911193787160105785e+03,7.059081612454207971e+03,1.033866136429542894e+04,1.102049535449557879e+04,1.147391811871760910e+04,1.515774615733448627e+04,1.215419538927679423e+04,1.408838151034153998e+04,1.367197016294440436e+04,1.227065596551553244e+04,1.736189867497566229e+04,1.231688040924737652e+04,1.354482382360790871e+04,1.490947838075965956e+04,1.807818091537999135e+04,1.706718486753862453e+04,1.667871385082538836e+04,1.835487148507616803e+04
4.187607083245812646e+03,0.000000000000000000e+00,2.745549288088151116e+03,2.914987669858525351e+03,6.315233540225542129e+03,6.986768314910097615e+03,7.600950921113589175e+03,1.103671260661628730e+04,8.621837159879149112e+03,1.015966659560917105e+04,9.877757057753964546e+03,8.913148530095102615e+03,1.329024507590213943e+04,9.529363361933996202e+03,1.040289722821737450e+04,1.147215173172802315e+04,1.418635690290456114e+04,1.357932882601272468e+04,1.339814163765583544e+04,1.469416049749276317e+04
6.911193787160105785e+03,2.745549288088151116e+03,0.000000000000000000e+00,1.103747092420412400e+03,4.171780933072660446e+03,4.774746016225234598e+03,5.657876910216170472e+03,8.537973000808346114e+03,7.113593563146723682e+03,8.009291831551562609e+03,7.937822453174841939e+03,7.604917106380045880e+03,1.085942035891388878e+04,8.798535399348307692e+03,9.239116900010063546e+03,9.921976056959805646e+03,1.200638185680106835e+04,1.189972674433796055e+04,1.194969966942762221e+04,1.279116593501884199e+04
7.059081612454207971e+03,2.914987669858525351e+03,1.103747092420412400e+03,0.000000000000000000e+00,3.450249155493830131e+03,4.106526360691913396e+03,4.841210249391517209e+03,8.122205391871142638e+03,6.150034171092723227e+03,7.320867364503649696e+03,7.138323067854951660e+03,6.595706019380824728e+03,1.037905106386845364e+04,7.711763316711106199e+03,8.210823831387104292e+03,8.988520876655298707e+03,1.134730412846386025e+04,1.101505165070289877e+04,1.099586626123195310e+04,1.199431008783400466e+04
1.033866136429542894e+04,6.315233540225542129e+03,4.171780933072660446e+03,3.450249155493830131e+03,0.000000000000000000e+00,6.824795425589986735e+02,1.540585270664524614e+03,4.888919682245208605e+03,3.318867291258185105e+03,3.871785804319611998e+03,3.773704773868881148e+03,4.000886749721660635e+03,7.025092733707137086e+03,5.811667234630484018e+03,5.645764971382502154e+03,5.922345864005691510e+03,7.897105307083606931e+03,7.791043201948217757e+03,7.974210440465053580e+03,8.620552261412234657e+03
1.102049535449557879e+04,6.986768314910097615e+03,4.774746016225234598e+03,4.106526360691913396e+03,6.824795425589986735e+02,0.000000000000000000e+00,1.195761075836574037e+03,4.216602789852699971e+03,3.114035542024450478e+03,3.236316338397657546e+03,3.239153190837622788e+03,3.857322744723951473e+03,6.342699652282889474e+03,5.819596284451338761e+03,5.450897927992540644e+03,5.524167428560344888e+03,7.250245841720368844e+03,7.301674687131071551e+03,7.571077533070248137e+03,8.047928573650644466e+03
1.147391811871760910e+04,7.600950921113589175e+03,5.657876910216170472e+03,4.841210249391517209e+03,1.540585270664524614e+03,1.195761075836574037e+03,0.000000000000000000e+00,4.253662473555763427e+03,1.927061276963265527e+03,2.622086476797304840e+03,2.297120088144046804e+03,2.686700188948329014e+03,6.080874433641714859e+03,4.723195009276374549e+03,4.258574861596306619e+03,4.386010237274918836e+03,6.610066218080271938e+03,6.259310958062426835e+03,6.437983949950010356e+03,7.154155530149457263e+03
1.515774615733448627e+04,1.103671260661628730e+04,8.537973000808346114e+03,8.122205391871142638e+03,4.888919682245208605e+03,4.216602789852699971e+03,4.253662473555763427e+03,0.000000000000000000e+00,5.202631661625449851e+03,2.381275772756588594e+03,3.424346127145876835e+03,5.883098029802465135e+03,2.370228992782243040e+03,8.006119717914569264e+03,6.743608003847509281e+03,5.540294677414434773e+03,4.177221009858440993e+03,6.105830235538271154e+03,7.047048933299200144e+03,5.873497520957165762e+03
1.215419538927679423e+04,8.621837159879149112e+03,7.113593563146723682e+03,6.150034171092723227e+03,3.318867291258185105e+03,3.114035542024450478e+03,1.927061276963265527e+03,5.202631661625449851e+03,0.000000000000000000e+00,2.931488440418710979e+03,1.987140559586343898e+03,7.881477558771034637e+02,6.431389457174826930e+03,2.941674924020595881e+03,2.339762589992089488e+03,2.856571569253427697e+03,6.245761325767067319e+03,4.961971234877110874e+03,4.845832845529143015e+03,6.206366940591658022e+03
1.408838151034153998e+04,1.015966659560917105e+04,8.009291831551562609e+03,7.320867364503649696e+03,3.871785804319611998e+03,3.236316338397657546e+03,2.622086476797304840e+03,2.381275772756588594e+03,2.931488440418710979e+03,0.000000000000000000e+00,1.044087774615057697e+03,3.549295609581504777e+03,3.575524857180208528e+03,5.638080826846750824e+03,4.371786203483813551e+03,3.349855162078067224e+03,4.028578874810172692e+03,4.487115100220524255e+03,5.137965272743223977e+03,4.905960765406130122e+03
