1.367197016294440436e+04,9.877757057753964546e+03,7.937822453174841939e+03,7.138323067854951660e+03,3.773704773868881148e+03,3.239153190837622788e+03,2.297120088144046804e+03,3.424346127145876835e+03,1.987140559586343898e+03,1.044087774615057697e+03,0.000000000000000000e+00,2.536101025629334799e+03,4.444622181039563657e+03,4.597388743126298323e+03,3.345989654190983856e+03,2.540436477838785322e+03,4.438622947938204561e+03,4.076486913766503221e+03,4.492336545933245361e+03,4.858567524017069445e+03
1.227065596551553244e+04,8.913148530095102615e+03,7.604917106380045880e+03,6.595706019380824728e+03,4.000886749721660635e+03,3.857322744723951473e+03,2.686700188948329014e+03,5.883098029802465135e+03,7.881477558771034637e+02,3.549295609581504777e+03,2.536101025629334799e+03,0.000000000000000000e+00,6.938341293900376513e+03,2.171177725828109942e+03,1.663224100587464591e+03,2.640944504350451098e+03,6.507428806104770047e+03,4.801802476443221167e+03,4.485730799432187268e+03,6.206257940481545120e+03
1.736189867497566229e+04,1.329024507590213943e+04,1.085942035891388878e+04,1.037905106386845364e+04,7.025092733707137086e+03,6.342699652282889474e+03,6.080874433641714859e+03,2.370228992782243040e+03,6.431389457174826930e+03,3.575524857180208528e+03,4.444622181039563657e+03,6.938341293900376513e+03,0.000000000000000000e+00,8.834536857130584394e+03,7.283475722971014875e+03,5.633502909391930189e+03,2.358701720611547898e+03,5.303183478844081947e+03,6.504961819135874066e+03,4.435251432803235730e+03
1.231688040924737652e+04,9.529363361933996202e+03,8.798535399348307692e+03,7.711763316711106199e+03,5.811667234630484018e+03,5.819596284451338761e+03,4.723195009276374549e+03,8.006119717914569264e+03,2.941674924020595881e+03,5.638080826846750824e+03,4.597388743126298323e+03,2.171177725828109942e+03,8.834536857130584394e+03,0.000000000000000000e+00,1.725189145327043207e+03,3.600459891550799512e+03,8.000960939582148058e+03,5.506239680742900418e+03,4.681478782065186351e+03,7.174396443524544338e+03
1.354482382360790871e+04,1.040289722821737450e+04,9.239116900010063546e+03,8.210823831387104292e+03,5.645764971382502154e+03,5.450897927992540644e+03,4.258574861596306619e+03,6.743608003847509281e+03,2.339762589992089488e+03,4.371786203483813551e+03,3.345989654190983856e+03,1.663224100587464591e+03,7.283475722971014875e+03,1.725189145327043207e+03,0.000000000000000000e+00,1.877510647314965126e+03,6.298852253056864356e+03,3.827235826580069443e+03,3.156047767132143690e+03,5.463979826926171881e+03
1.490947838075965956e+04,1.147215173172802315e+04,9.921976056959805646e+03,8.988520876655298707e+03,5.922345864005691510e+03,5.524167428560344888e+03,4.386010237274918836e+03,5.540294677414434773e+03,2.856571569253427697e+03,3.349855162078067224e+03,2.540436477838785322e+03,2.640944504350451098e+03,5.633502909391930189e+03,3.600459891550799512e+03,1.877510647314965126e+03,0.000000000000000000e+00,4.438718203985889886e+03,2.161218825696478234e+03,2.052020129739287313e+03,3.655231420352652094e+03
1.807818091537999135e+04,1.418635690290456114e+04,1.200638185680106835e+04,1.134730412846386025e+04,7.897105307083606931e+03,7.250245841720368844e+03,6.610066218080271938e+03,4.177221009858440993e+03,6.245761325767067319e+03,4.028578874810172692e+03,4.438622947938204561e+03,6.507428806104770047e+03,2.358701720611547898e+03,8.000960939582148058e+03,6.298852253056864356e+03,4.438718203985889886e+03,0.000000000000000000e+00,3.346929241702033778e+03,4.641304541959815651e+03,2.126446540591575285e+03
1.706718486753862453e+04,1.357932882601272468e+04,1.189972674433796055e+04,1.101505165070289877e+04,7.791043201948217757e+03,7.301674687131071551e+03,6.259310958062426835e+03,6.105830235538271154e+03,4.961971234877110874e+03,4.487115100220524255e+03,4.076486913766503221e+03,4.801802476443221167e+03,5.303183478844081947e+03,5.506239680742900418e+03,3.827235826580069443e+03,2.161218825696478234e+03,3.346929241702033778e+03,0.000000000000000000e+00,1.301700389794999637e+03,1.739446845422911338e+03
1.667871385082538836e+04,1.339814163765583544e+04,1.194969966942762221e+04,1.099586626123195310e+04,7.974210440465053580e+03,7.571077533070248137e+03,6.437983949950010356e+03,7.047048933299200144e+03,4.845832845529143015e+03,5.137965272743223977e+03,4.492336545933245361e+03,4.485730799432187268e+03,6.504961819135874066e+03,4.681478782065186351e+03,3.156047767132143690e+03,2.052020129739287313e+03,4.641304541959815651e+03,1.301700389794999637e+03,0.000000000000000000e+00,2.962680757098875347e+03
1.835487148507616803e+04,1.469416049749276317e+04,1.279116593501884199e+04,1.199431008783400466e+04,8.620552261412234657e+03,8.047928573650644466e+03,7.154155530149457263e+03,5.873497520957165762e+03,6.206366940591658022e+03,4.905960765406130122e+03,4.858567524017069445e+03,6.206257940481545120e+03,4.435251432803235730e+03,7.174396443524544338e+03,5.463979826926171881e+03,3.655231420352652094e+03,2.126446540591575285e+03,1.739446845422911338e+03,2.962680757098875347e+03,0.000000000000000000e+00
