,JID,Jurisdiction,Precinct,Precinct Description,Polling Place Name,Description,Address Line 1,Address Line 2,City,State,Zip,Accessible,lon,lat
1416,105,City of Chicago,1015,PRECINCT 10 WARD 15,BRIGHTON PK BRANCH LIBRARY,LIBRARY,4314 SARCHER AVE,-1,Chicago,-1.0,60632,Y,-87.70308159999999,41.8151228
1417,105,City of Chicago,1035,PRECINCT 10 WARD 35,CHRISTOPHER HOUSE,BUSINESS,3255 WALTGELD ST,-1,Chicago,-1.0,60647,Y,-87.7097592,41.92637879999999
1418,105,City of Chicago,1312,PRECINCT 13 WARD 12,DAISYS HAIR STUDIO,BUSINESS,4002 SARCHER AVE,-1,Chicago,-1.0,60632,N,-87.6931386,41.8211418
1419,105,City of Chicago,1539,PRECINCT 15 WARD 39,SAUGANASH SCHOOL,PUBLIC SCHOOL,6040 NKILPATRICK,-1,Chicago,-1.0,60646,Y,-87.7465663,41.9912474
1420,105,City of Chicago,1544,PRECINCT 15 WARD 44,BROADWAY UNITED METHODIST CHURCH,CHURCH,3338 NBROADWAY,-1,Chicago,-1.0,60657,Y,-87.64497140000002,41.9429581
1421,105,City of Chicago,1703,PRECINCT 17 WARD 3,THE SHELBY LUXURY APARTMENTS,APARTMENT BUILDING,2300 SMICHIGAN AVE,-1,Chicago,-1.0,60616,Y,-87.62424,41.8507662
1422,105,City of Chicago,1908,PRECINCT 19 WARD 8,JESSE OWENS PARK,PARK DISTRICT FIELD HOUSE,8800 SCLYDE AVE,-1,Chicago,-1.0,60617,Y,-87.5738263,41.73512179999999
1423,105,City of Chicago,2012,PRECINCT 20 WARD 12,ST PANCRATIUS,SCHOOL PRIVATE,2930 W40TH PL,-1,Chicago,-1.0,60632,N,-87.69825809999999,41.8202777
1424,105,City of Chicago,2208,PRECINCT 22 WARD 8,SCHMID SCHOOL,PUBLIC SCHOOL,9755 SGREENWOOD AVE,-1,Chicago,-1.0,60628,Y,-87.5966085,41.7171133
1425,105,City of Chicago,2209,PRECINCT 22 WARD 9,CULLEN SCHOOL,PUBLIC SCHOOL,10650 SEBERHART AVE,-1,Chicago,-1.0,60628,Y,-87.6116255,41.7002655
1426,105,City of Chicago,2224,PRECINCT 22 WARD 24,UNITED BAPTIST CHURCH,CHURCH,4220 WROOSEVELT RD,-1,Chicago,-1.0,60624,Y,-87.7310938,41.8662235
1427,105,City of Chicago,2234,PRECINCT 22 WARD 34,SOLOMONS UNIVERSAL TEMPLE OF PEACE,CHURCH,412 W107TH ST,-1,Chicago,-1.0,60628,Y,-87.6335393,41.7001543
1428,105,City of Chicago,2320,PRECINCT 23 WARD 20,ST EDMUNDS VILLAGE,APARTMENT BUILDING,6253 SMICHIGAN AVE,-1,Chicago,-1.0,60637,Y,-87.6216355,41.7805271
1429,105,City of Chicago,2607,PRECINCT 26 WARD 7,COLES SCHOOL,PUBLIC SCHOOL,8440 SPHILLIPS AVE,-1,Chicago,-1.0,60617,Y,-87.56512409999999,41.7417427
1430,105,City of Chicago,2613,PRECINCT 26 WARD 13,CENTRO CRISTIANO MIDWAY CHURCH,CHURCH,5830 W63RD ST,-1,Chicago,-1.0,60638,N,-87.76765449999999,41.7781848
1431,105,City of Chicago,2638,PRECINCT 26 WARD 38,MERRIMAC PARK,PARK DISTRICT FIELD HOUSE,6343 WIRVING PARK RD,-1,Chicago,-1.0,60634,Y,-87.7855563,41.95229399999999
1432,105,City of Chicago,2943,PRECINCT 29 WARD 43,CENACLE CONVENT,CHURCH,513 WFULLERTON PKWY,-1,Chicago,-1.0,60614,Y,-87.6421257,41.9248517
1433,105,City of Chicago,2950,PRECINCT 29 WARD 50,CLINTON SCHOOL,PUBLIC SCHOOL,6131 NCALIFORNIA AVE,-1,Chicago,-1.0,60659,Y,-87.6994788,41.9927362
1434,105,City of Chicago,3025,PRECINCT 30 WARD 25,MUJERES LATINAS EN ACCION,PUBLIC CENTER,2124 W21ST PL,-1,Chicago,-1.0,60608,Y,-87.6794403,41.8532869
1435,105,City of Chicago,3031,PRECINCT 30 WARD 31,EMPTY STORE FRONT,BUSINESS,2955 NCICERO AVE,-1,Chicago,-1.0,60641,N,-87.7464013,41.9349628
1436,105,City of Chicago,3129,PRECINCT 31 WARD 29,BETHESDA RETIREMENT CENTER,SENIOR RESIDENCE,2833 NNORDICA AVE,-1,Chicago,-1.0,60634,Y,-87.8020525,41.9321299
1437,105,City of Chicago,318,PRECINCT 3 WARD 18,ST PETER LUTHERAN CHURCH,CHURCH,8550 SKEDVALE AVE,-1,Chicago,-1.0,60652,Y,-87.7255213,41.7369742
1438,105,City of Chicago,3213,PRECINCT 32 WARD 13,KINZIE SCHOOL,PUBLIC SCHOOL,5625 SMOBILE AVE,-1,Chicago,-1.0,60638,Y,-87.7796384,41.79016740000001
1439,105,City of Chicago,3229,PRECINCT 32 WARD 29,DEVER SCHOOL,PUBLIC SCHOOL,3436 NOSCEOLA AVE,-1,Chicago,-1.0,60634,Y,-87.81359789999999,41.9425293
1440,105,City of Chicago,3304,PRECINCT 33 WARD 4,DREXEL SQUARE APTS,APARTMENT BUILDING,810 EHYDE PARK BV,-1,Chicago,-1.0,60615,Y,-87.605874,41.8026246
1441,105,City of Chicago,3306,PRECINCT 33 WARD 6,SALEM LUTHERAN CHURCH,CHURCH,318 E74TH ST,-1,Chicago,-1.0,60619,N,-87.6172881,41.7603945
1442,105,City of Chicago,3404,PRECINCT 34 WARD 4,KING COLLEGE PREP,PUBLIC SCHOOL,4445 SDREXEL BV,-1,Chicago,-1.0,60615,Y,-87.6027668,41.8138914
1443,105,City of Chicago,3405,PRECINCT 34 WARD 5,THE CLOISTERS,APARTMENT BUILDING,5801 SDORCHESTER AVE,-1,Chicago,-1.0,60637,Y,-87.5909875,41.7895307
1444,105,City of Chicago,3444,PRECINCT 34 WARD 44,HATTIE CALLNER APARTMENTS,CHA - SENIOR,855 WALDINE AVE,-1,Chicago,-1.0,60657,Y,-87.6514303,41.9415036
1445,105,City of Chicago,3523,PRECINCT 35 WARD 23,ST RENE CHURCH,CHURCH,6340 SNEW ENGLAND AVE,-1,Chicago,-1.0,60638,N,-87.7940474,41.7763449
1446,105,City of Chicago,3628,PRECINCT 36 WARD 28,KING DAVID MISSIONARY BAPTIST CH,CHURCH,3322 WGLADYS AVE,-1,Chicago,-1.0,60624,Y,-87.7093799,41.87649330000001
1447,105,City of Chicago,3743,PRECINCT 37 WARD 43,CHURCH OF OUR SAVIOUR,CHURCH,530 WFULLERTON AVE,-1,Chicago,-1.0,60614,N,-87.6425325,41.9258275
1448,105,City of Chicago,3943,PRECINCT 39 WARD 43,LINCOLN PK BR LIBRARY,LIBRARY,1150 WFULLERTON AVE,-1,Chicago,-1.0,60614,Y,-87.6581886,41.9255299
1449,105,City of Chicago,4506,PRECINCT 45 WARD 6,DIXON SCHOOL,PUBLIC SCHOOL,8306 SST LAWRENCE AVE,-1,Chicago,-1.0,60619,Y,-87.8664965,41.9657847
1450,105,City of Chicago,4647,PRECINCT 46 WARD 47,BELL SCHOOL,PUBLIC SCHOOL,3730 NOAKLEY AVE,-1,Chicago,-1.0,60618,Y,-87.6867077,41.9493524
1451,105,City of Chicago,508,PRECINCT 5 WARD 8,BLACK SCHOOL,PUBLIC SCHOOL,9101 SEUCLID AVE,-1,Chicago,-1.0,60617,N,-87.5764384,41.7293597
1452,105,City of Chicago,519,PRECINCT 5 WARD 19,BETHLEHEM EVAN LUTH CHURCH,CHURCH,9401 SOAKLEY AVE,-1,Chicago,-1.0,60643,N,-87.6791612,41.7226004
1453,105,City of Chicago,619,PRECINCT 6 WARD 19,KELLER REGIONAL GIFTED CTR,PUBLIC SCHOOL,3020 W108TH ST,-1,Chicago,-1.0,60655,Y,-87.6969248,41.6974527
1454,105,City of Chicago,912,PRECINCT 9 WARD 12,THE TRUTH THAT SETS YOU FREE CHURCH,CHURCH,3334 SPAULINA ST,-1,Chicago,-1.0,60608,N,-87.6681794,41.8330303
1455,105,City of Chicago,110,PRECINCT 1 WARD 10,VILLLA GUADALUPE SENIOR SERVICES,SENIOR RESIDENCE,3201 E91ST ST,-1,Chicago,-1.0,60617,Y,-87.54647990000001,41.72982409999999
1456,105,City of Chicago,1131,PRECINCT 11 WARD 31,ST BARTHOLOMEW CHURCH,CHURCH,4950 WADDISON ST,-1,Chicago,-1.0,60641,Y,-87.7517167,41.9463701
1457,105,City of Chicago,1220,PRECINCT 12 WARD 20,GREATER METROPOLITAN MB CHURCH,CHURCH,5856 SWABASH AVE,-1,Chicago,-1.0,60637,Y,-87.6243381,41.7876502
1458,105,City of Chicago,1336,PRECINCT 13 WARD 36,HERMOSA PARK,PUBLIC SCHOOL,2240 NKILBOURN AVE,-1,Chicago,-1.0,60639,Y,-87.7396339,41.921786
1459,105,City of Chicago,1401,PRECINCT 14 WARD 1,DE DIEGO COMMUNITY ACADEMY,PUBLIC SCHOOL,1313 NCLAREMONT AVE,-1,Chicago,-1.0,60622,Y,-87.6854652,41.9060903
1460,105,City of Chicago,1422,PRECINCT 14 WARD 22,CARDENAS SCHOOL,PUBLIC SCHOOL,2345 SMILLARD AVE,-1,Chicago,-1.0,60623,Y,-87.7158125,41.8483867
1461,105,City of Chicago,1438,PRECINCT 14 WARD 38,DUNHAM PARK,PARK DISTRICT FIELD HOUSE,4638 NMELVINA AVE,-1,Chicago,-1.0,60630,Y,-87.7823322,41.9658598
1462,105,City of Chicago,1512,PRECINCT 15 WARD 12,Undetermined,-1,-1,-1,Chicago,-1.0,-1,?,-999.0,-999.0
1463,105,City of Chicago,1642,PRECINCT 16 WARD 42,PARK ALEXANDRIA CONDO,APARTMENT BUILDING,125 SJEFFERSON ST,-1,Chicago,-1.0,60661,Y,-87.6421575,41.879941
1464,105,City of Chicago,1650,PRECINCT 16 WARD 50,WINSTON TOWER #5 CONDO,APARTMENT BUILDING,7141 NKEDZIE AVE,-1,Chicago,-1.0,60645,N,-87.7081705,42.0109167
1465,105,City of Chicago,1743,PRECINCT 17 WARD 43,FRANCIS PARKER SCHOOL,SCHOOL PRIVATE,2233 NCLARK ST,-1,Chicago,-1.0,60614,Y,-87.63803,41.923114
1466,105,City of Chicago,1845,PRECINCT 18 WARD 45,PRUSSING SCHOOL,PUBLIC SCHOOL,4650 NMENARD AVE,-1,Chicago,-1.0,60630,N,-87.7733411,41.9653204
1467,105,City of Chicago,1949,PRECINCT 19 WARD 49,JORDAN COMMUNITY SCHOOL,PUBLIC SCHOOL,7414 NWOLCOTT AVE,-1,Chicago,-1.0,60626,Y,-87.6780689,42.0169652
1468,105,City of Chicago,2133,PRECINCT 21 WARD 33,BATEMAN SCHOOL,PUBLIC SCHOOL,4221 NSACRAMENTO AVE,-1,Chicago,-1.0,60618,Y,-87.70325389999999,41.9579717
1469,105,City of Chicago,2314,PRECINCT 23 WARD 14,RHINE VFW POST 2729,VFW,5858 SARCHER AVE,-1,Chicago,-1.0,60638,N,-87.7610151,41.7961952
1470,105,City of Chicago,2344,PRECINCT 23 WARD 44,BRITTON BUDD APARTMENTS,CHA - SENIOR,501 WSURF ST,-1,Chicago,-1.0,60657,Y,-87.64166809999999,41.934144
1471,105,City of Chicago,2415,PRECINCT 24 WARD 15,BREAD OF LIFE MISSIONARY BAPTIST CH,CHURCH,1924 W63RD ST,-1,Chicago,-1.0,60636,Y,-87.6723379,41.7796273
1472,105,City of Chicago,2426,PRECINCT 24 WARD 26,ARMITAGE COMMONS APARTMENTS,APARTMENT BUILDING,3720 WARMITAGE AVE,-1,Chicago,-1.0,60647,Y,-87.7202318,41.9174852
1473,105,City of Chicago,250,PRECINCT 2 WARD 50,LUBAVITCH CHABAD OF ILLINOIS,SYNAGOGUE,2829 WHOWARD ST,-1,Chicago,-1.0,60645,Y,-87.70078529999999,42.0190883
1474,105,City of Chicago,2527,PRECINCT 25 WARD 27,DETT SCHOOL,PUBLIC SCHOOL,2131 WMONROE ST,-1,Chicago,-1.0,60612,Y,-87.6802307,41.879629
1475,105,City of Chicago,2537,PRECINCT 25 WARD 37,JOHN HAY CMTY ACADEMY,PUBLIC SCHOOL,1018 NLARAMIE AVE,-1,Chicago,-1.0,60651,Y,-87.7564206,41.8995886
1476,105,City of Chicago,2610,PRECINCT 26 WARD 10,CALUMET PARK,PARK DISTRICT FIELD HOUSE,9801 SAVENUE G,-1,Chicago,-1.0,60617,Y,-87.5302196,41.7176897
1477,105,City of Chicago,2731,PRECINCT 27 WARD 31,M & K ELECTRONICS INC,BUSINESS,2848 NCICERO AVE,-1,Chicago,-1.0,60641,N,-87.7469958,41.9329211
1478,105,City of Chicago,2833,PRECINCT 28 WARD 33,LOGAN AVONDALE POST 2978,VFW,3009 NKEDZIE AVE,-1,Chicago,-1.0,60618,Y,-87.7072357,41.9359882
1479,105,City of Chicago,2940,PRECINCT 29 WARD 40,MATHER HIGH SCHOOL,PUBLIC SCHOOL,5835 NLINCOLN AVE,-1,Chicago,-1.0,60659,Y,-87.70076979999999,41.9882554
1480,105,City of Chicago,3027,PRECINCT 30 WARD 27,NEW LANDMARK BAPTIST CHURCH,CHURCH,2700 WWILCOX ST,-1,Chicago,-1.0,60612,Y,-87.6941387,41.8795568
1481,105,City of Chicago,3036,PRECINCT 30 WARD 36,NAMASTE UNITED CH OF CHRIST,CHURCH,6337 WCORNELIA AVE,-1,Chicago,-1.0,60634,N,-87.7853373,41.9434723
1482,105,City of Chicago,3209,PRECINCT 32 WARD 9,CULLEN SCHOOL,PUBLIC SCHOOL,10650 SEBERHART AVE,-1,Chicago,-1.0,60628,Y,-87.6116255,41.7002655
1483,105,City of Chicago,3411,PRECINCT 34 WARD 11,ARMOUR SQUARE APTS,CHA - REGULAR,3146 SWENTWORTH AVE,-1,Chicago,-1.0,60616,Y,-87.63204370000001,41.8368533
1484,105,City of Chicago,3826,PRECINCT 38 WARD 26,BLOOMINGDALE APARTMENTS,APARTMENT BUILDING,1745 NKEYSTONE AVE,-1,Chicago,-1.0,60639,Y,-87.7273431,41.9129693
1485,105,City of Chicago,4101,PRECINCT 41 WARD 1,HAAS PARK,PARK DISTRICT FIELD HOUSE,2402 NWASHTENAW AVE,-1,Chicago,-1.0,60647,Y,-87.6952824,41.925156
1486,105,City of Chicago,4202,PRECINCT 42 WARD 2,ELEVEN-ELEVEN APTS,APARTMENT BUILDING,1111 NDEARBORN ST,-1,Chicago,-1.0,60610,Y,-87.62955099999999,41.9021231
1487,105,City of Chicago,4508,PRECINCT 45 WARD 8,MARYLAND AVE BAPTIST CHURCH,CHURCH,8058 SMARYLAND AVE,-1,Chicago,-1.0,60619,N,-87.6042367,41.7478425
1488,105,City of Chicago,4918,PRECINCT 49 WARD 18,WESTERN AVENUE NISSAN,BUSINESS,2442 WCOLUMBUS AVE,-1,Chicago,-1.0,60629,N,-87.6850896,41.7585962
1489,105,City of Chicago,550,PRECINCT 5 WARD 50,BERNARD HORWICH JEWISH CENTER,SYNAGOGUE,3003 WTOUHY AVE,-1,Chicago,-1.0,60645,N,-87.70533569999999,42.0113292
1490,105,City of Chicago,631,PRECINCT 6 WARD 31,BELMONT PLACE APARTMENTS,APARTMENT BUILDING,4645 WBELMONT AVE,-1,Chicago,-1.0,60641,Y,-87.743803,41.9386472
1491,105,City of Chicago,712,PRECINCT 7 WARD 12,HAMMOND ELEMENTARY SCHOOL,PUBLIC SCHOOL,2819 W21ST PL,-1,Chicago,-1.0,60623,Y,-87.6963492,41.8525346
1492,105,City of Chicago,811,PRECINCT 8 WARD 11,BOSLEY PLAYGROUND PARK,PARK DISTRICT FIELD HOUSE,3044 SBONFIELD ST,-1,Chicago,-1.0,60608,Y,-87.6537559,41.8392729
1493,105,City of Chicago,825,PRECINCT 8 WARD 25,PICKARD SCHOOL,PUBLIC SCHOOL,2301 W21ST PL,-1,Chicago,-1.0,60608,Y,-87.6840914,41.8522557
1494,105,City of Chicago,834,PRECINCT 8 WARD 34,MT JOY BAPTIST CHURCH,CHURCH,11339 SMAY ST,-1,Chicago,-1.0,60643,N,-87.6505021,41.6874951
1495,105,City of Chicago,1043,PRECINCT 10 WARD 43,ADAMS PARK,PARK DISTRICT FIELD HOUSE,1919 NSEMINARY AVE,-1,Chicago,-1.0,60614,Y,-87.65508810000001,41.9164999
1496,105,City of Chicago,1117,PRECINCT 11 WARD 17,MURRAY PARK,PARK DISTRICT FIELD HOUSE,1743 W73RD ST,-1,Chicago,-1.0,60636,Y,-87.66799569999999,41.7597025
1497,105,City of Chicago,114,PRECINCT 1 WARD 14,NORMANDY PARK,PARK DISTRICT FIELD HOUSE,6660 W52ND ST,-1,Chicago,-1.0,60638,Y,-87.7889375,41.7981904
1498,105,City of Chicago,1328,PRECINCT 13 WARD 28,GREENCASTLE OF GARFIELD I APARTMENTS,APARTMENT BUILDING,3811 WWASHINGTON BV,-1,Chicago,-1.0,60624,Y,-87.72107129999999,41.8816453
1499,105,City of Chicago,1448,PRECINCT 14 WARD 48,5445 EDGEWATER PLZ CONDO,APARTMENT BUILDING,5445 NSHERIDAN RD,-1,Chicago,-1.0,60640,Y,-87.6547628,41.9812812
1500,105,City of Chicago,1709,PRECINCT 17 WARD 9,ROSEHAVEN MANOR,APARTMENT BUILDING,10220 SMICHIGAN AVE,-1,Chicago,-1.0,60628,Y,-87.62040879999999,41.7083246
1501,105,City of Chicago,1734,PRECINCT 17 WARD 34,APOSTOLIC PENTECOSTAL CHURCH,CHURCH,11401 SVINCENNES AVE,-1,Chicago,-1.0,60643,Y,-87.66640799999999,41.6864575
1502,105,City of Chicago,1737,PRECINCT 17 WARD 37,HOWE SCHOOL,PUBLIC SCHOOL,720 NLOREL AVE,-1,Chicago,-1.0,60644,Y,-87.76003469999999,41.8938451
1503,105,City of Chicago,1843,PRECINCT 18 WARD 43,WAYNE WRIGHT AMER LG 1052,VFW,1258 WWRIGHTWOOD AVE,-1,Chicago,-1.0,60614,Y,-87.6608583,41.9290842
1504,105,City of Chicago,1915,PRECINCT 19 WARD 15,SENIOR SUITES OF NEW CITY,SENIOR RESIDENCE,4845 SWESTERN AVE,-1,Chicago,-1.0,60609,Y,-87.6834097,41.8052445
1505,105,City of Chicago,1941,PRECINCT 19 WARD 41,EDGEBROOK SCHOOL,PUBLIC SCHOOL,6525 NHIAWATHA AVE,-1,Chicago,-1.0,60631,N,-87.7609374,41.9996044
1506,105,City of Chicago,2002,PRECINCT 20 WARD 2,THE SALVATION ARMY,BUSINESS,2270 NCLYBOURN AVE,-1,Chicago,-1.0,60614,Y,-87.6666759,41.9230242
1507,105,City of Chicago,209,PRECINCT 2 WARD 9,DAMASCUS BAPTIST CHURCH,CHURCH,10014 SMICHIGAN AVE,-1,Chicago,-1.0,60628,Y,-87.62045049999999,41.7120263
1508,105,City of Chicago,2114,PRECINCT 21 WARD 14,DELIAS BEAUTY SALON,BUSINESS,2810 W55TH ST,-1,Chicago,-1.0,60632,Y,-87.6944197,41.7938458
1509,105,City of Chicago,2326,PRECINCT 23 WARD 26,MOZART PARK,PARK DISTRICT FIELD HOUSE,2036 NAVERS AVE,-1,Chicago,-1.0,60647,Y,-87.7237469,41.9178259
1510,105,City of Chicago,2620,PRECINCT 26 WARD 20,CORNERSTONE BAPTIST CHURCH,CHURCH,1210 E62ND ST,-1,Chicago,-1.0,60637,N,-87.595841,41.7826033
1511,105,City of Chicago,2641,PRECINCT 26 WARD 41,NORWOOD LUTHERAN CHURCH,CHURCH,5917 NNINA AVE,-1,Chicago,-1.0,60631,Y,-87.80209529999999,41.9882403
1512,105,City of Chicago,2845,PRECINCT 28 WARD 45,ST CONSTANCE SCHOOL,SCHOOL PRIVATE,5864 WAINSLIE ST,-1,Chicago,-1.0,60630,Y,-87.77531119999999,41.9696901
1513,105,City of Chicago,308,PRECINCT 3 WARD 8,ST AILBE CHURCH,CHURCH,9047 SHARPER AVE,-1,Chicago,-1.0,60619,N,-87.6297982,41.8781136
1514,105,City of Chicago,3217,PRECINCT 32 WARD 17,MURRAY PARK,PARK DISTRICT FIELD HOUSE,1743 W73RD ST,-1,Chicago,-1.0,60636,Y,-87.66799569999999,41.7597025
1515,105,City of Chicago,342,PRECINCT 3 WARD 42,LOCAL #134 I B E W,BUSINESS,600 WWASHINGTON BV,-1,Chicago,-1.0,60661,Y,-87.6430826,41.8833715
1516,105,City of Chicago,3427,PRECINCT 34 WARD 27,SR SUITES/WEST HUMBOLDT PARK,SENIOR RESIDENCE,3656 WHURON ST,-1,Chicago,-1.0,60624,Y,-87.7183113,41.8939064
1517,105,City of Chicago,3637,PRECINCT 36 WARD 37,APAC/CATH CHARITIES WIC CTR,BUSINESS,5125 WCHICAGO AVE,-1,Chicago,-1.0,60651,Y,-87.7541135,41.8947376
1518,105,City of Chicago,3738,PRECINCT 37 WARD 38,MERRIMAC PARK,PARK DISTRICT FIELD HOUSE,6343 WIRVING PARK RD,-1,Chicago,-1.0,60634,Y,-87.7855563,41.95229399999999
1519,105,City of Chicago,401,PRECINCT 4 WARD 1,COMMERCIAL PARK,PARK DISTRICT FIELD HOUSE,1845 WRICE ST,-1,Chicago,-1.0,60622,Y,-87.6736778,41.8966298
1520,105,City of Chicago,4108,PRECINCT 41 WARD 8,ARTHUR ROBERT ASHE JR SCHOOL,PUBLIC SCHOOL,8505 SINGLESIDE AVE,-1,Chicago,-1.0,60619,Y,-87.6009832,41.7400343
1521,105,City of Chicago,4242,PRECINCT 42 WARD 42,HAROLD WASHINGTON COLLEGE,CITY COLLEGE,30 ELAKE ST,-1,Chicago,-1.0,60601,Y,-87.62685309999999,41.8860252
1522,105,City of Chicago,4321,PRECINCT 43 WARD 21,PERSPECTIVES CHARTER SCHOOL,PUBLIC SCHOOL,8131 SMAY ST,-1,Chicago,-1.0,60620,Y,-87.6520244,41.7458355
1523,105,City of Chicago,517,PRECINCT 5 WARD 17,BACK TO GOD CHURCH,CHURCH,7326 SRACINE AVE,-1,Chicago,-1.0,60636,N,-87.6543557,41.7606304
1524,105,City of Chicago,548,PRECINCT 5 WARD 48,EDGEWATER BEACH APARTMENTS,APARTMENT BUILDING,5555 NSHERIDAN RD,-1,Chicago,-1.0,60640,Y,-87.6546058,41.98333299999999
1525,105,City of Chicago,629,PRECINCT 6 WARD 29,MICHELE CLARK MAGNET H S,PUBLIC SCHOOL,5101 WHARRISON ST,-1,Chicago,-1.0,60644,Y,-87.752742,41.87255030000001
1526,105,City of Chicago,637,PRECINCT 6 WARD 37,TAYLOR FUNERAL HOME,BUSINESS,5348 WNORTH AVE,-1,Chicago,-1.0,60639,Y,-87.7597916,41.9096837
1527,105,City of Chicago,703,PRECINCT 7 WARD 3,LINCOLN PERRY SR BLDG,CHA - SENIOR,3245 SPRAIRIE AVE,-1,Chicago,-1.0,60616,Y,-87.6200691,41.8352586
1528,105,City of Chicago,845,PRECINCT 8 WARD 45,CHRIST OUR SAVIOUR CHURCH,CHURCH,3807 NLAVERGNE AVE,-1,Chicago,-1.0,60641,N,-87.7519193,41.9500672
1529,105,City of Chicago,932,PRECINCT 9 WARD 32,CHICAGO FIRE STATION,FIRE STATION,2214 WBARRY AVE,-1,Chicago,-1.0,60618,Y,-87.6838351,41.9379207
1530,105,City of Chicago,945,PRECINCT 9 WARD 45,GRAY SCHOOL,PUBLIC SCHOOL,3730 NLARAMIE AVE,-1,Chicago,-1.0,60641,Y,-87.7574289,41.9491072
1531,105,City of Chicago,1042,PRECINCT 10 WARD 42,HAROLD WASHINGTON COLLEGE,CITY COLLEGE,30 ELAKE ST,-1,Chicago,-1.0,60601,Y,-87.62685309999999,41.8860252
1532,105,City of Chicago,1112,PRECINCT 11 WARD 12,CALMECA ACADEMY,PUBLIC SCHOOL,3456 W38TH ST,-1,Chicago,-1.0,60632,Y,-87.7114118,41.8252482
1533,105,City of Chicago,1149,PRECINCT 11 WARD 49,CHICAGO MATH AND SCIENCE ACADEMY,PUBLIC SCHOOL,7212 NCLARK ST,-1,Chicago,-1.0,60626,Y,-87.67521860000001,42.0134271
1534,105,City of Chicago,1331,PRECINCT 13 WARD 31,KELVYN PARK,PARK DISTRICT FIELD HOUSE,4438 WWRIGHTWOOD AVE,-1,Chicago,-1.0,60639,N,-87.73809829999999,41.9296854
1535,105,City of Chicago,1418,PRECINCT 14 WARD 18,ROSENWALD SCHOOL,PUBLIC SCHOOL,2601 W80TH ST,-1,Chicago,-1.0,60652,Y,-87.68777399999999,41.74764630000001
1536,105,City of Chicago,1419,PRECINCT 14 WARD 19,SMITH VILLAGE,PUBLIC CENTER,2320 W113TH PL,-1,Chicago,-1.0,60643,Y,-87.6797636,41.6879126
1537,105,City of Chicago,1620,PRECINCT 16 WARD 20,TRINITY OAKS SENIOR HOUSING,SENIOR RESIDENCE,6225 SDREXEL AVE,-1,Chicago,-1.0,60637,Y,-87.6039684,41.7813486
1538,105,City of Chicago,1804,PRECINCT 18 WARD 4,JUDGE SLATER APARTMENTS,CHA - SENIOR,740 E43RD ST,-1,Chicago,-1.0,60653,Y,-87.6078888,41.8175233
1539,105,City of Chicago,1842,PRECINCT 18 WARD 42,LEFT BANK AT K STATION,APARTMENT BUILDING,300 NCANAL ST,-1,Chicago,-1.0,60606,Y,-87.6404615,41.8873478
1540,105,City of Chicago,2017,PRECINCT 20 WARD 17,CICS RALPH ELLISON,PUBLIC SCHOOL,1834 W80TH ST,-1,Chicago,-1.0,60620,Y,-87.6697622,41.7486953
1541,105,City of Chicago,2147,PRECINCT 21 WARD 47,QUEEN OF ANGELS CHURCH,CHURCH,4412 NWESTERN AVE,-1,Chicago,-1.0,60625,Y,-87.6890008,41.9619331
1542,105,City of Chicago,2220,PRECINCT 22 WARD 20,KENNETH CAMPBELL APARTMENTS,CHA - SENIOR,6360 SMINERVA AVE,-1,Chicago,-1.0,60637,Y,-87.5968137,41.7790098
1543,105,City of Chicago,228,PRECINCT 2 WARD 28,BREAK THROUGH URBAN MINISTRIES,PUBLIC CENTER,3219 WCARROLL AVE,-1,Chicago,-1.0,60624,Y,-87.70717789999999,41.8871459
1544,105,City of Chicago,2545,PRECINCT 25 WARD 45,BRANCH COMMUNITY CHURCH,CHURCH,6125 WFOSTER AVE,-1,Chicago,-1.0,60630,Y,-87.78144460000001,41.9754028
1545,105,City of Chicago,2702,PRECINCT 27 WARD 2,NEWBERRY PLAZA,APARTMENT BUILDING,1030 NSTATE ST,-1,Chicago,-1.0,60610,Y,-87.62863689999999,41.9015297
1546,105,City of Chicago,2740,PRECINCT 27 WARD 40,SCHNEIDER APARTMENTS,CHA - SENIOR,1750 WPETERSON AVE,-1,Chicago,-1.0,60660,Y,-87.6738257,41.9869903
1547,105,City of Chicago,2930,PRECINCT 29 WARD 30,RIIS PARK,PARK DISTRICT FIELD HOUSE,6100 WFULLERTON AVE,-1,Chicago,-1.0,60639,N,-87.7790235,41.9240505
1548,105,City of Chicago,3144,PRECINCT 31 WARD 44,YAK-ZIES BAR & GRILL,BUSINESS,3710 NCLARK ST,-1,Chicago,-1.0,60613,Y,-87.6584865,41.9493573
1549,105,City of Chicago,3146,PRECINCT 31 WARD 46,TEMPLE SHOLOM,SYNAGOGUE,3480 NLAKESHORE DR,-1,Chicago,-1.0,-1,Y,-87.64245900000002,41.9463904
1550,105,City of Chicago,3247,PRECINCT 32 WARD 47,BETHANY METHODIST HOME,BUSINESS,4950 NASHLAND AVE,-1,Chicago,-1.0,60640,Y,-87.67009379999999,41.9721737
1551,105,City of Chicago,326,PRECINCT 3 WARD 26,CHOPIN SCHOOL,PUBLIC SCHOOL,2450 WRICE ST,-1,Chicago,-1.0,60622,Y,-87.6885184,41.897037
1552,105,City of Chicago,328,PRECINCT 3 WARD 28,FARADAY SCHOOL,PUBLIC SCHOOL,3250 WMONROE ST,-1,Chicago,-1.0,60612,Y,-87.7082623,41.8798883
